SITC;PRODUCT DESCRIPTION;YEAR;IMPORT (RM);;
5822;"FRUITS; PEEL OF CITRUS FRUIT OR MELONS, FRESH, FROZEN, DRIED OR PROVISIONALLY PRESERVED IN BRINE, IN SULPHUR WATER OR IN OTHER PRESERVATIVES SOLUTIONS";2020;72596;;
5831;"FRUITS; STRAWBERRIES, UNCOOKED OR COOKED BY STEAMING OR BOILING IN WATER, FROZEN, WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER";2020;5313640;;
5832;"FRUITS; RASPBERRIES, BLACKBERRIES, MULBERRIES, LOGANBERRIES, BLACK, WHITE OR RED CURRANTS AND GOOSEBERRIES, UNCOOKED OR COOKED BY STEAMING OR BOILING IN WATER, FROZEN, WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER";2020;2892599;;
5839;"FRUITS (OTHER THAN SITC 058.31 AND 058.32) AND NUTS; UNCOOKED OR COOKED BY STEAMING OR BOILING IN WATER, FROZEN, WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER";2020;13368658;;
5892;NUTS, GROUNDNUTS AND OTHER SEEDS, N.E.S., PREPARED OR PRESERVED, N.E.S. IN GROUP 058, WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER OR SPIRIT;2020;249411836;;
5893;"FRUITS; PINEAPPLES, PREPARED OR PRESERVED, N.E.S. IN GROUP 058, WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER OR SPIRIT";2020;15503672;;
5894;"FRUITS; CITRUS, PREPARED OR PRESERVED, N.E.S. IN GROUP 058, WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER OR SPIRIT";2020;5309570;;
5895;"FRUITS; APRICOTS, CHERRIES AND PEACHES, PREPARED OR PRESERVED, N.E.S. IN GROUP 058, WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER OR SPIRIT";2020;9798421;;
5896;FRUITS OR EDIBLE PARTS OF PLANTS, N.E.S., PREPARED OR PRESERVED, N.E.S. IN GROUP 058, WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER OR SPIRIT;2020;229267034;;
5897;MIXTURES OF FRUITS OR OTHER EDIBLE PARTS OF PLANTS, N.E.S., PREPARED OR PRESERVED, N.E.S. IN GROUP 058, WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER OR SPIRIT;2020;25851823;;
5910;"FRUIT JUICES; ORANGE";2020;29747668;;
5920;"FRUIT JUICES; GRAPE";2020;660610;;
5930;"FRUIT JUICES; CITRUS, OTHER THAN ORANGE";2020;5577318;;
5991;"FRUIT JUICES; PINEAPPLE";2020;905134;;
5992;"JUICES; TOMATO";2020;534496;;
5993;"FRUIT JUICES; GRAPE (INCLUDING GRAPE MUST)";2020;9562721;;
5994;"FRUIT JUICES; APPLE";2020;11107418;;
5995;"FRUIT JUICES; OF ANY OTHER SINGLE FRUIT OR VEGETABLE";2020;53612897;;
5996;MIXTURES OF FRUIT OR VEGETABLE JUICES;2020;30281492;;
6111;CANE SUGAR, RAW;2020;3006479287;;
6121;"SUGARS; BEET OR CANE, CHEMICALLY PURE SUCROSE, IN SOLID FORM, CONTAINING ADDED FLAVOURING OR COLOURING MATTER";2020;11206126;;
6129;"SUGARS; BEET OR CANE, CHEMICALLY PURE SUCROSE, IN SOLID FORM, OTHER THAN CONTAINING ADDED FLAVOURING OR COLOURING MATTER";2020;189519781;;
6151;"MOLASSES; CANE, RESULTING FROM THE EXTRACTION OR REFINING OF SUGAR";2020;1396120;;
6159;"MOLASSES; BEET SUGAR AND OTHER MOLASSES (E.G., CORN MOLASSES), RESULTING FROM THE EXTRACTION OR REFINING OF SUGAR";2020;43574599;;
6160;NATURAL HONEY;2020;48266035;;
6191;LACTOSE AND LACTOSE SYRUP;2020;39863085;;
6192;MAPLE SUGAR AND MAPLE SYRUP;2020;1129524;;
6193;"GLUCOSE (DEXTROSE) AND GLUCOSE SYRUP; NOT CONTAINING FRUCTOSE OR CONTAINING, IN THE DRY STATE, LESS THAN 20% BY WEIGHT OF FRUCTOSE";2020;107042995;;
6194;"GLUCOSE AND GLUCOSE SYRUP; CONTAINING IN THE DRY STATE AT LEAST 20% BUT NOT MORE THAN 50% BY WEIGHT";2020;38237;;
6195;PURE FRUCTOSE;2020;20777307;;
6196;"FRUCTOSE AND FRUCTOSE SYRUP; N.E.S IN SUBGROUP 061.9, CONTAINING IN THE DRY STATE MORE THAN 50% BY WEIGHT OF FRUCTOSE";2020;14257090;;
6199;"SUGARS; N.E.S IN GROUP 061, IN SOLID FORM; SUGAR SYRUPS NOT CONTAINING ADDED FLAVOURING OR COLOURING MATTER; ARTIFICIAL HONEY (WHETHER OR NOT MIXED WITH NATURAL HONEY); CARAMEL";2020;178598543;;
6210;"SUGAR CONFECTIONERY; FRUIT, NUTS, FRUIT-PEEL AND OTHER PARTS OF PLANTS, PRESERVED BY SUGAR OR OTHER SWEETENING MATTER (DRAINED, GLACE OR CRYSTALLIZED)";2020;47836139;;
6221;CHEWING-GUM, WHETHER OR NOT SUGAR-COATED, NOT CONTAINING COCOA;2020;22953482;;
6229;"SUGAR CONFECTIONERY (INCLUDING WHITE CHOCOLATE); N.E.S IN SITC 062.21, NOT CONTAINING COCOA";2020;190425822;;
7111;"COFFEE; NOT ROASTED, NOT DECAFFEINATED";2020;932474262;;
7112;"COFFEE; NOT ROASTED, DECAFFEINATED";2020;7130575;;
7120;"COFFEE; ROASTED";2020;108710372;;
7131;EXTRACTS, ESSENCES AND CONCENTRATES OF COFFEE AND PREPARATIONS WITH A BASIS OF THESE EXTRACTS, ESSENCES OR CONCENTRATES OR WITH A BASIS OF COFFEE;2020;437314770;;
7132;"COFFEE HUSKS AND SKINS; SUBSTITUTES CONTAINING COFFEE IN ANY PROPORTION";2020;3302231;;
7133;"ROASTED CHICORY AND OTHER ROASTED COFFEE SUBSTITUTES (NOT CONTAINING COFFEE) AND EXTRACTS; ESSENCES AND CONCENTRATES THEREOF";2020;2860340;;
7210;"COCOA; BEANS, WHOLE OR BROKEN, RAW OR ROASTED";2020;4088493351;;
7220;"COCOA; POWDER, NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER";2020;115298097;;
7231;"COCOA; PASTE, NOT DEFATTED (LIQUOR)";2020;86806091;;
7232;"COCOA; PASTE, WHOLLY OR PARTLY DEFATTED (COCOA CAKE)";2020;148300387;;
7240;"COCOA; BUTTER, FAT OR OIL";2020;150398939;;
7250;"COCOA; SHELLS, HUSKS, SKINS AND OTHER COCOA WASTE";2020;8881487;;
7310;"COCOA; POWDER, CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER";2020;23796647;;
7320;"COCOA; OTHER FOOD PREPARATIONS, CONTAINING COCOA, IN BLOCKS OR SLABS WEIGHING MORE THAN 2 KG OR IN LIQUID, PASTE, POWDER, GRANULAR OR OTHER BULK FORM IN CONTAINERS OR IMMEDIATE PACKING OF A CONTENT EXCEEDING 2 KG";2020;144176164;;
7330;"COCOA; OTHER FOOD PREPARATIONS CONTAINING COCOA, IN BLOCKS, SLABS OR BARS, WHETHER OR NOT FILLED";2020;138752017;;
7390;"COCOA; OTHER CHOCOLATE AND FOOD PREPARATIONS CONTAINING COCOA, N.E.S. IN DIVISION 07";2020;220832152;;
7411;"TEA; GREEN (NOT FERMENTED), IN IMMEDIATE PACKINGS OF A CONTENT NOT EXCEEDING 3 KG, WHETHER OR NOT FLAVOURED";2020;63177502;;
7412;"TEA; GREEN (NOT FERMENTED), N.E.S IN SITC 074.11, WHETHER OR NOT FLAVOURED";2020;62026556;;
7413;"TEA; BLACK (FERMENTED) AND PARTLY FERMENTED, IN IMMEDIATE PACKINGS OF A CONTENT NOT EXCEEDING 3 KG, WHETHER OR NOT FLAVOURED";2020;77927371;;
7414;"TEA; BLACK (FERMENTED) AND OTHER PARTLY FERMENTED, N.E.S IN SITC 074.13, WHETHER OR NOT FLAVOURED";2020;134984759;;
7431;MATE;2020;1620740;;
7432;EXTRACTS, ESSENCES AND CONCENTRATES OF TEA OR MATE, AND PREPARATIONS WITH A BASIS OF TEA, MATE OR THEIR EXTRACTS, ESSENCES OR CONCENTRATES;2020;78856072;;
7511;"SPICES; PEPPER OF THE GENUS PIPER, NEITHER CRUSHED NOR GROUND";2020;26218381;;
7512;"SPICES; PEPPER OF THE GENUS PIPER, CRUSHED OR GROUND";2020;15563836;;
7513;"SPICES; FRUITS OF THE GENUS CAPSICUM OR OF THE GENUS PIMENTA, DRIED OR CRUSHED OR GROUND";2020;473320340;;
7521;"SPICES; VANILLA";2020;1094459;;
7522;"SPICES; CINNAMON AND CINNAMON-TREE FLOWERS, NEITHER CRUSHED NOR GROUND";2020;38768420;;
7523;"SPICES; CINNAMON AND CINNAMON-TREE FLOWERS, CRUSHED OR GROUND";2020;2845581;;
7524;"SPICES; CLOVES (WHOLE FRUIT, CLOVES AND STEMS)";2020;55280201;;
7525;"SPICES; NUTMEG, MACE AND CARDAMOMS";2020;39381165;;
7526;"SPICES; SEEDS OF ANISE, BADIAN, FENNEL, CORIANDER, CUMIN OR CARAWAY; JUNIPER BERRIES";2020;150740873;;
7527;"SPICES; GINGER (EXCLUDING GINGER PRESERVED IN SUGAR OR CONSERVED IN SYRUP)";2020;255971323;;
7528;"SPICES; SAFFRON";2020;1310718;;
7529;"SPICES; N.E.S IN SUBGROUP 075.2; MIXTURES OF TWO OR MORE OF THE PRODUCTS OF DIFFERENT HEADINGS OF GROUP 075";2020;435704794;;
8111;"FEEDING STUFF FOR ANIMALS (NOT INCLUDING UNMILLED CEREALS); CEREAL STRAW AND HUSKS, UNPREPARED, WHETHER OR NOT CHOPPED, GROUND, PRESSED OR IN THE FORM OF PELLET";2020;1235527;;
8112;"FEEDING STUFF FOR ANIMALS (NOT INCLUDING UNMILLED CEREALS); LUCERNE (ALFALFA) MEAL AND PELLETS";2020;1943291;;
8113;"FEEDING STUFF FOR ANIMALS (NOT INCLUDING UNMILLED CEREALS); SWEDES, MANGOLDS, FODDER ROOTS, HAY, CLOVER, SAINFOIN, FORAGE KALE, LUPINES, VETCHES AND SIMILAR FORAGE PRODUCTS, WHETHER OR NOT IN FORM OF PELLETS";2020;8841871;;
8119;"FEEDING STUFF FOR ANIMALS (NOT INCLUDING UNMILLED CEREALS); VEGETABLE RESIDUES AND BY-PRODUCTS, VEGETABLE MATERIALS AND VEGETABLE WASTE, WHETHER OR NOT IN THE FORM OF PELLETS, OF A KIND USED FOR ANIMAL FOOD";2020;33001213;;
8123;"FEEDING STUFF FOR ANIMALS; NOT INCLUDING UNMILLED CEREALS, BRAN, SHARPS AND OTHER RESIDUES, WHETHER OR NOT IN THE FORM OF PELLETS, DERIVED FROM THE SIFTING, MILLING OR OTHER WORKING, OF LEGUMINOUS PLANTS";2020;736684;;
8124;"FEEDING STUFF FOR ANIMALS; NOT INCLUDING UNMILLED CEREALS, BRAN, SHARPS AND OTHER RESIDUES, WHETHER OR NOT IN THE FORM OF PELLETS, DERIVED FROM THE SIFTING, MILLING OR OTHER WORKING, MAIZE (CORN)";2020;42969747;;
8126;"FEEDING STUFF FOR ANIMALS; NOT INCLUDING UNMILLED CEREALS, BRAN, SHARPS AND OTHER RESIDUES, WHETHER OR NOT IN THE FORM OF PELLETS, DERIVED FROM THE SIFTING, MILLING OR OTHER WORKING, OF WHEAT";2020;126844945;;
8129;"FEEDING STUFF FOR ANIMALS; NOT INCLUDING UNMILLED CEREALS, BRAN, SHARPS AND OTHER RESIDUES, WHETHER OR NOT IN THE FORM OF PELLETS, DERIVED FROM THE SIFTING, MILLING OR OTHER WORKING, OF CEREALS N.E.S IN SUBGROUP 081.2";2020;5055915;;
8131;"FEEDING STUFF FOR ANIMALS; NOT INCLUDING UNMILLED CEREALS, OIL-CAKE AND OTHER SOLID RESIDUES (EXCEPT DREGS), WHETHER OR NOT GROUND OR IN THE FORM OF PELLETS, RESULTING FROM THE EXTRACTION, OF SOYA BEANS";2020;2185578087;;
8132;"FEEDING STUFF FOR ANIMALS; NOT INCLUDING UNMILLED CEREALS, OIL-CAKE AND OTHER SOLID RESIDUES (EXCEPT DREGS), WHETHER OR NOT GROUND OR IN THE FORM OF PELLETS, RESULTING FROM THE EXTRACTION, OF GROUNDNUTS";2020;135805;;
8133;"FEEDING STUFF FOR ANIMALS; NOT INCLUDING UNMILLED CEREALS, OIL-CAKE AND OTHER SOLID RESIDUES (EXCEPT DREGS), WHETHER OR NOT GROUND OR IN THE FORM OF PELLETS, RESULTING FROM THE EXTRACTION, OF COTTON SEEDS";2020;34492;;
8134;"FEEDING STUFF FOR ANIMALS; NOT INCLUDING UNMILLED CEREALS, OIL-CAKE AND OTHER SOLID RESIDUES (EXCEPT DREGS), WHETHER OR NOT GROUND OR IN THE FORM OF PELLETS, RESULTING FROM THE EXTRACTION, OF LINSEED";2020;661774;;
8135;"FEEDING STUFF FOR ANIMALS; NOT INCLUDING UNMILLED CEREALS, OIL-CAKE AND OTHER SOLID RESIDUES (EXCEPT DREGS), WHETHER OR NOT GROUND OR IN THE FORM OF PELLETS, RESULTING FROM THE EXTRACTION, OF SUNFLOWER SEEDS";2020;11659932;;
8136;"FEEDING STUFF FOR ANIMALS; NOT INCLUDING UNMILLED CEREALS, OIL-CAKE AND OTHER SOLID RESIDUES (EXCEPT DREGS), WHETHER OR NOT GROUND OR IN THE FORM OF PELLETS, RESULTING FROM THE EXTRACTION, OF RAPE OR COLZA SEEDS";2020;6665734;;
8137;"FEEDING STUFF FOR ANIMALS; NOT INCLUDING UNMILLED CEREALS, OIL-CAKE AND OTHER SOLID RESIDUES (EXCEPT DREGS), WHETHER OR NOT GROUND OR IN THE FORM OF PELLETS, RESULTING FROM THE EXTRACTION, OF COCONUT OR COPRA";2020;17588297;;
8138;"FEEDING STUFF FOR ANIMALS; NOT INCLUDING UNMILLED CEREALS, OIL-CAKE AND OTHER SOLID RESIDUES (EXCEPT DREGS), WHETHER OR NOT GROUND OR IN THE FORM OF PELLETS, RESULTING FROM THE EXTRACTION, OF PALM NUTS OR KERNELS";2020;341455;;
8139;"FEEDING STUFF FOR ANIMALS; NOT INCLUDING UNMILLED CEREALS, OIL-CAKE AND OTHER SOLID RESIDUES (EXCEPT DREGS), WHETHER OR NOT GROUND OR IN THE FORM OF PELLETS, RESULTING FROM THE EXTRACTION, OF OTHER OIL-SEEDS, OLEAGINOUS FRUITS AND GERMS OF CEREAL";2020;48303112;;
8141;"MEAT OR MEAT OFFAL; FLOURS, MEALS AND PELLETS, UNFIT FOR HUMAN CONSUMPTION; GREAVES";2020;100504024;;
8142;"FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES; FLOURS, MEALS AND PELLETS, UNFIT FOR HUMAN CONSUMPTION";2020;157101138;;
8151;RESIDUES OF STARCH MANUFACTURE AND SIMILAR RESIDUES;2020;82101399;;
8152;BEET PULP, BAGASSE AND OTHER WASTE OF SUGAR MANUFACTURE;2020;21019;;
8153;BREWING OR DISTILLING DREGS AND WASTE;2020;43920892;;
8195;"FOOD WASTE AND PREPARED ANIMAL FEEDS; DOG OR CAT, PUT UP FOR RETAIL SALE";2020;791534339;;
8199;"FOOD WASTE AND PREPARED ANIMAL FEEDS; A KIND USED FOR ANIMAL FOOD, N.E.S. IN SUBGROUP 081.9";2020;911443516;;
9101;MARGARINE (EXCLUDING LIQUID MARGARINE);2020;43978049;;
9109;"MARGARINE; INCLUDING LIQUID MARGARINE; EDIBLE MIXTURES OR PREPARATIONS OF ANIMAL OR VEGETABLE FATS 15.17 OR OILS OF FRACTIONS OF DIFFERENT SUCH FATS OR OILS, OTHER THAN VEGETABLE FATS OR OILS OR THEIR FRACTIONS OF SUBGROUP 431.2";2020;30249247;;
9811;"HOMOGENIZED FOOD PREPARATIONS; FROM MEAT AND EDIBLE MEAT OFFAL";2020;1723999;;
9812;"HOMOGENIZED FOOD PREPARATIONS; VEGETABLES";2020;3017019;;
9813;"HOMOGENIZED FOOD PREPARATIONS; COOKED FRUIT";2020;6255113;;
9814;"HOMOGENIZED FOOD PREPARATIONS; COMPOSITE FOOD";2020;3647388;;
9841;"SAUCES; SOYA";2020;42687619;;
9842;"SAUCES; TOMATO KETCHUP AND OTHER TOMATO SAUCES";2020;12797502;;
9843;MUSTARD FLOUR AND MEAL AND PREPARED MUSTARD;2020;4473452;;
9844;VINEGAR AND SUBSTITUTES FOR VINEGAR OBTAINED FROM ACETIC ACID;2020;25831106;;
9849;"OTHER SAUCES AND PREPARATIONS THEREFOR; MIXED CONDIMENTS AND MIXED SEASONINGS";2020;595220195;;
9850;"EDIBLE PRODUCT AND PREPARATIONS; N.E.S IN SUBGROUP 091.0, SOUPS AND BROTHS AND PREPARATIONS THEREFOR";2020;11941671;;
9860;"EDIBLE PRODUCT AND PREPARATIONS; N.E.S IN SUBGROUP 091.0, YEASTS (ACTIVE OR INACTIVE); OTHER SINGLE-CELL MICRO-ORGANISMS, DEAD (BUT NOT INCLUDING VACCINES OF HEADING 541.63); PREPARED BAKING POWDERS";2020;91110994;;
9891;"PASTA, COOKED OR STUFFED; COUSCOUS, WHETHER OR NOT PREPARED";2020;614060090;;
9892;"FOOD PREPARATIONS; EDIBLE PRODUCTS OF ANIMAL ORIGIN";2020;1526739;;
9893;"FOOD PREPARATIONS; FOR INFANT USE, PUT UP FOR RETAIL SALE, OF FLOUR, MEAL, STARCH OR MALT EXTRACT (NOT CONTAINING COCOA OR CONTAINING COCOA IN A PROPORTION BY WEIGHT OF LESS THAN 40% CALCULATED ON TOTALLY DEFATTED BASIS OR OF HEADING 022.11 - 022.32 AND S";2020;1104252224;;
9894;"MALT EXTRACT; FOOD PREPARATIONS OF FLOUR, MEAL, STARCH OR MALT EXTRACT (NOT CONTAINING COCOA POWDER OR CONTAINING COCOA IN A PROPORTION BY WEIGHT OF LESS THAN 40% CALCULATED ON TOTALLY DEFATTED BASIS";2020;864575637;;
9899;"FOOD PREPARATIONS; N.E.S IN SUBGROUP 098.9";2020;3260612181;;
11101;"BEVERAGES; NON-ALCOHOLIC, WATERS, INCLUDING NATURAL OR ARTIFICIAL MINERAL WATERS AND AERATED WATERS, NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER NOR FLAVOURED; ICE AND SNOW";2020;20339637;;
11102;"BEVERAGES; NON-ALCOHOLIC, WATERS (INCLUDING MINERAL WATERS AND AERATED WATERS) CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER OR FLAVOURED, AND OTHER NON-ALCOHOLIC BEVERAGES";2020;360733077;;
11211;"BEVERAGES; ALCOHOLIC, GRAPE MUST IN FERMENTATION OR WITH FERMENTATION ARRESTED OTHERWISE THAN BY THE ADDITION OF ALCOHOL";2020;1164955;;
11213;"BEVERAGES; ALCOHOLIC, VERMOUTH AND OTHER WINES OF FRESH GRAPES FLAVOURED WITH PLANTS OR AROMATIC SUBSTANCES";2020;343292;;
11215;"BEVERAGES; ALCOHOLIC, SPARKLING WINE";2020;26963431;;
11217;"BEVERAGES; ALCOHOLIC, WINE OF FRESH GRAPES (OTHER THAN SPARKLING WINE); GRAPE MUST WITH FERMENTATION PREVENTED OR ARRESTED";2020;251281945;;
11220;"BEVERAGES; ALCOHOLIC, FERMENTED, N.E.S. (E.G., CIDER, PERRY, NEAD); MIXTURES OF FERMENTED AND MIXTURES OF FERMENTED BEVERAGES AND NON-ALCOHOLIC BEVERAGES";2020;31250841;;
11230;"BEVERAGES; ALCOHOLIC, BEER MADE FROM MALT (INCLUDING ALE, STOUT AND PORTER)";2020;112859298;;
11241;"BEVERAGES; ALCOHOLIC, WHISKY";2020;560447214;;
11242;"BEVERAGES; ALCOHOLIC, SPIRITS OBTAINED BY DISTILLING GRAPE WINE OR GRAPE MARC";2020;276399138;;
11244;"BEVERAGES; ALCOHOLIC, RUM AND OTHER SPIRITS OBTAINED BY DISTILLING FERMENTED SUGAR CANE PRODUCTS";2020;6798078;;
11245;"BEVERAGES; ALCOHOLIC, GIN AND GENEVA";2020;26298182;;
11249;"BEVERAGES; ALCOHOLIC, SPIRITS AND DISTILLED ALCOHOLIC BEVERAGES, N.E.S. IN SUBGROUP 112.4";2020;74996621;;
12110;"TOBACCO; NOT STEMMED OR STRIPPED";2020;1612;;
12120;"TOBACCO; WHOLLY OR PARTLY STEMMED OR STRIPPED";2020;1810084;;
12130;"TOBACCO; REFUSE";2020;14835945;;
12210;"CIGARS, CHEROOTS AND CIGARILLOS; CONTAINING TOBACCO";2020;8021747;;
12220;"CIGARETTES; CONTAINING TOBACCO";2020;671017970;;
12231;CIGARS, CHEROOTS, CIGARILLOS AND CIGARETTES, OF TOBACCO SUBSTITUTES;2020;88042434;;
12232;SMOKING TOBACCO, WHETHER OR NOT CONTAINING TOBACCO SUBSTITUTES IN ANY PROPORTION;2020;29935229;;
12239;MANUFACTURED TOBACCO, EXTRACTS AND ESSENCES, N.E.S.;2020;63779895;;
21121;WHOLE HIDES AND SKINS, OF A WEIGHT PER SKIN NOT EXCEEDING 8 KG WHEN SIMPLY DRIED, 10 KG WHEN DRY-SALTED, OR 16 KG WHEN FRESH, WET-SALTED OR OTHERWISE PRESERVED;2020;420111;;
21129;OTHER HIDES AND SKINS, INCLUDING BUTTS, BENDS AND BELLIES;2020;84698;;
21170;"SKINS; SHEEP AND LAMB, WITHOUT WOOL ON, RAW, FRESH OR SALTED, DRIED, LINED, PICKLED OR OTHERVIEW PRESERVED BUT NOT TANNED, PARCHMENT-DRESSED OR FURTHER PREPARED, WHETHER OR NOT SPLIT";2020;23993536;;
21191;"PARINGS AND OTHER WASTE OF LEATHER OR OF COMPOSITION LEATHER, NOT SUITABLE FOR THE MANUFACTURE OF LEATHER ARTICLES; LEATHER DUST, POWDER AND FLOUR";2020;935384;;
21199;HIDES AND SKINS, N.E.S., RAW (FRESH, OR SALTED, DRIED, LIMED, PICKLED OR OTHERWISE PRESERVED, BUT NOT TANNED, PARCHMENT-DRESSED OR FURTHER PREPARED), WHETHER OR NOT DEHAIRED OR SPLIT;2020;868334;;
21210;"MINK SKINS; RAW, WHOLE, WITH OR WITHOUT HEAD, TAIL OR PAWS";2020;116930144;;
21229;"FURSKINS; RAW, OTHER THAN OF MINK, WHOLE, N.E.S IN SUBGROUP 212.2";2020;3287783;;
22211;GROUNDNUTS (PEANUTS), NOT ROASTED OR OTHERWISE COOKED, IN SHELL;2020;34628133;;
22212;"OIL SEEDS AND OLEAGINOUS FRUITS; GROUNDNUTS (PEANUTS), NOT ROASTED OR OTHERWISE COOKED, SHELLED OR BROKEN";2020;253384234;;
22220;"OIL SEEDS AND OLEAGINOUS FRUITS; SOYA BEANS";2020;1297083145;;
22230;"OIL SEEDS AND OLEAGINOUS FRUITS; COTTON SEEDS";2020;5152458;;
22240;"OIL SEEDS AND OLEAGINOUS FRUITS; SUNFLOWER SEEDS";2020;18119502;;
22250;"OIL SEEDS AND OLEAGINOUS FRUITS; SESAME (SESAMUM) SEEDS";2020;60722633;;
22261;"OIL SEEDS AND OLEAGINOUS FRUITS; RAPE OR COLZA, WHETHER OR NOT BROKEN";2020;91508127;;
22262;"OIL SEEDS AND OLEAGINOUS FRUITS; MUSTARD SEEDS";2020;1743010;;
22310;"OIL SEEDS AND OLEAGINOUS FRUITS; COPRA";2020;1613077;;
22340;"OIL SEEDS AND OLEAGINOUS FRUITS; LINSEED";2020;4010381;;
22370;"OIL SEEDS AND OLEAGINOUS FRUITS; N.E.S IN DIVISION 22";2020;107819275;;
22390;"OIL SEEDS AND OLEAGINOUS FRUITS; FLOURS AND MEALS, EXCLUDING MUSTARD FLOUR, NON -DEFATTED, PARTIALLY DEFATTED, OR DEFATTED AND WHOLLY OR PARTIALLY REFATTED WITH THEIR ORIGINAL OILS";2020;8075152;;
23110;"RUBBER; NATURAL, LATEX, WHETHER OR NOT PREVULCANISED, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIPS";2020;2679028256;;
23121;"RUBBER; NATURAL, OTHER THAN LATEX, SMOKED SHEETS";2020;195798978;;
23125;"RUBBER; NATURAL, OTHER THAN LATEX, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIPS, TECHNICALLY SPECIFIED NATURAL RUBBER (TSNR)";2020;940972333;;
23129;"RUBBER; NATURAL, OTHER THAN LATEX, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIPS, N.E.S. IN SUBGROUP 231.2";2020;2286710029;;
23130;"RUBBER; BALATA, GUTTA-PERCHA, GUAYULE, CHICLE AND SIMILAR NATURAL GUMS, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIPS";2020;166461;;
23211;"RUBBER; STYRENE-BUTADIENE RUBBER (SBR); CARBOXYLATED STYRENE-BUTADIENE RUBBER (XSBR)";2020;306022782;;
23212;BUTADIENE RUBBER (BR);2020;113703640;;
23213;"ISOBUTENE-ISOPRENE (BUTYL) RUBBER (IIR); HALO-ISOBUTENE-ISOPRENE RUBBER (CIIR OR BIIR)";2020;42957719;;
23214;CHLOROPRENE (CHLOROBUTADIENE) RUBBER (CR);2020;235072125;;
23215;ACRYLONITRILE-BUTADIENE RUBBER (NBR);2020;3034619392;;
23216;ISOPRENE RUBBER (IR);2020;291958890;;
23217;ETHYLENE-PROPYLENE-NON-CONJUGATED DIENE RUBBER (EPDM);2020;92360332;;
23218;MIXTURES OF ANY PRODUCT OF GROUP 231 WITH ANY PRODUCT OF SUBGROUP 232.1;2020;19204528;;
23219;"RUBBER; SYNTHETIC AND FACTICE DERIVED FROM OILS, N.E.S IN SUBGROUP 232.1";2020;326469719;;
23221;"RUBBER; RECLAIMED, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP";2020;12117889;;
23222;WASTE, PARINGS AND SCRAP OF UNHARDENED RUBBER AND POWDERS AND GRANULES OBTAINED THEREFROM;2020;18725445;;
24402;"CORK; NATURAL, DEBACKED OR ROUGHLY SQUARED, OR IN RECTANGULAR BLOCKS, PLATES, SHEETS OR STRIP (INCLUDING SHARP-EDGED BLANKS FOR CORKS AND STOPPERS)";2020;329980;;
24403;"CORK; NATURAL, RAW OR SIMPLY PREPARED";2020;67325;;
24404;"CORK; WASTE , CRUSHED, GRANULATED OR GROUND";2020;110259;;
24501;"WOOD; FUEL, IN LOGS, IN BILLETS, IN TWIGS, IN FAGGOTS OR IN SIMILAR FORMS (EXCLUDING WOOD WASTE)";2020;292309;;
24502;"WOOD; CHARCOAL (INCLUDING SHELL OR NUT CHARCOAL), WHETHER OR NOT AGGLOMERATED";2020;42292478;;
24611;"WOOD; IN CHIPS OR PARTICLES, CONIFEROUS";2020;32274;;
24615;"WOOD; IN CHIPS OR PARTICLES, NON-CONIFEROUS";2020;451121;;
24620;"WOOD; SAWDUST AND WASTE AND SCRAP, WHETHER OR NOT AGGLOMERATED IN LOGS, BRIQUETTES, PELLETS OR SIMILAR FORMS";2020;7574576;;
24730;"WOOD; IN THE ROUGH (WHETHER OR NOT STRIPPED OF BARK OR SAPWOOD ) OR ROUGHLY SQUARED, TREATED WITH PAINT, STAINS OR OTHER PRESERVATIVES";2020;472027;;
24740;"WOOD; OF CONIFEROUS SPECIES, IN THE ROUGH (WHETHER OR NOT STRIPPED OF BARK OR SAPWOOD) OR ROUGHLY SQUARED, BUT NOT TREATED WITH PAINT, STAINS OR PRESERVATIVES";2020;1176902;;
24790;"WOOD; IN THE ROUGH OR ROUGHLY SQUARED, N.E.S. IN GROUP 247";2020;145907516;;
